id,name,aura,cl,slot,price,weight,description,requirements,full_text,aura_strength,weight_value,price_value,is_intelligent_item
1516,"Bouncing Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).,"Craft Rod, Bouncing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bouncing Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Bouncing Spell; <b>Cost </b>1,500 gp</h5></div>",strong,5,3000,FALSE
1517,Bouncing Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).,"Craft Rod, Bouncing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bouncing Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Bouncing Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1518,"Bouncing Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).,"Craft Rod, Bouncing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bouncing Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that bounce as though using the Bouncing Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Bouncing Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1519,"Burning Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that deal extra acid or fire damage as though using the Burning Spell feat (Ultimate Magic).,"Craft Rod, Burning Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Burning Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>9,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that deal extra acid or fire damage as though using the Burning Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Burning Spell; <b>Cost </b>4,500 gp</h5></div>",strong,5,9000,FALSE
1522,"Concussive Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,"Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (Ultimate Magic).","Craft Rod, Concussive Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Concussive Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>9,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Concussive Spell; <b>Cost </b>4,500 gp</h5></div>",strong,5,9000,FALSE
1523,Concussive Metamagic Rod,strong (no school),17,none,"32,500 gp",5 lbs.,"Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (Ultimate Magic).","Craft Rod, Concussive Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Concussive Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>32,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Concussive Spell; <b>Cost </b>16,250 gp</h5></div>",strong,5,32500,FALSE
1524,"Concussive Metamagic Rod, Greater",strong (no school),17,none,"73,000 gp",5 lbs.,"Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (Ultimate Magic).","Craft Rod, Concussive Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Concussive Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>73,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Up to three times per day the wielder can cast a spell with the sonic descriptor that causes those who take damage from that spell to take a -2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the actual spell level of the spell cast as though using the Concussive Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Concussive Spell; <b>Cost </b>36,500  gp</h5></div>",strong,5,73000,FALSE
1525,"Dazing Metamagic Rod, Lesser",strong (no school),17,none,"14,000 gp",5 lbs.,The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).,"Craft Rod, Dazing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dazing Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>14,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Dazing Spell; <b>Cost </b>7,000 gp</h5></div>",strong,5,14000,FALSE
1526,Dazing Metamagic Rod,strong (no school),17,none,"54,000 gp",5 lbs.,The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).,"Craft Rod, Dazing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dazing Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>54,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Dazing Spell; <b>Cost </b>27,000 gp</h5></div>",strong,5,54000,FALSE
1527,"Dazing Metamagic Rod, Greater",strong (no school),17,none,"121,500 gp",5 lbs.,The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).,"Craft Rod, Dazing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dazing Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>121,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that daze affected creatures as though using the Dazing Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Dazing Spell; <b>Cost </b>60,750 gp</h5></div>",strong,5,121500,FALSE
1529,Disruptive Metamagic Rod,strong (no school),17,none,"11,000  gp",5 lbs.,The wielder can cast up to three spells per day that are disruptive as though using the Disruptive Spell feat (Advanced Player's Guide).,"Craft Rod, Disruptive Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Disruptive Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000  gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are disruptive as though using the Disruptive Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Disruptive Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1530,"Disruptive Metamagic Rod, Greater",strong (no school),17,none,"24,500  gp",5 lbs.,The wielder can cast up to three spells per day that are disruptive as though using the Disruptive Spell feat (Advanced Player's Guide).,"Craft Rod, Disruptive Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Disruptive Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500  gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are disruptive as though using the Disruptive Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Disruptive Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1531,"Echoing Metamagic Rod, Lesser",strong (no school),17,none,"14,000 gp",5 lbs.,The wielder can cast up to three spells per day that can be cast an additional time that day as if using the Echoing Spell feat (Ultimate Magic).,"Craft Rod, Echoing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Echoing Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>14,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that can be cast an additional time that day as if using the Echoing Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Echoing Spell; <b>Cost </b>7,000 gp</h5></div>",strong,5,14000,FALSE
1532,Echoing Metamagic Rod,strong (no school),17,none,"54,000 gp",5 lbs.,The wielder can cast up to three spells per day that can be cast an additional time that day as if using the Echoing Spell feat (Ultimate Magic).,"Craft Rod, Echoing Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Echoing Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>54,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that can be cast an additional time that day as if using the Echoing Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Echoing Spell; <b>Cost </b>27,000 gp</h5></div>",strong,5,54000,FALSE
1535,Ectoplasmic Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"The wielder can cast up to three spells per day that have full effect against incorporeal creatures, as though she were using the Ectoplasmic Spell feat (Advanced Player's Guide 158).","Craft Rod, Ectoplasmic Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ectoplasmic Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that have full effect against incorporeal creatures, as though she were using the Ectoplasmic Spell feat (Advanced Player's Guide 158).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Ectoplasmic Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1536,"Ectoplasmic Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"The wielder can cast up to three spells per day that have full effect against incorporeal creatures, as though she were using the Ectoplasmic Spell feat (Advanced Player's Guide 158).","Craft Rod, Ectoplasmic Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ectoplasmic Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that have full effect against incorporeal creatures, as though she were using the Ectoplasmic Spell feat (Advanced Player's Guide 158).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Ectoplasmic Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1537,"Elemental Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,"Each elemental metamagic rod is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an elemental metamagic rod (cold) always makes spells deal cold damage.","Craft Rod, Elemental Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Elemental Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Each <i>elemental metamagic rod</i> is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an <i>elemental metamagic rod</i> (cold) always makes spells deal cold damage.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Elemental Spell; <b>Cost </b>1,500 gp</h5></div>",strong,5,3000,FALSE
1538,Elemental Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"Each elemental metamagic rod is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an elemental metamagic rod (cold) always makes spells deal cold damage.","Craft Rod, Elemental Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Elemental Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Each <i>elemental metamagic rod</i> is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an <i>elemental metamagic rod</i> (cold) always makes spells deal cold damage.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Elemental Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1539,"Elemental Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"Each elemental metamagic rod is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an elemental metamagic rod (cold) always makes spells deal cold damage.","Craft Rod, Elemental Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Elemental Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Each <i>elemental metamagic rod</i> is built with the power to control and transform a specific energy type (acid, cold, electricity, or fire). The wielder can cast up to three spells per day that deal damage of the rod's energy type instead of the spell's normal damage type, as though using the Elemental Spell feat (Advanced Player's Guide). For example, an <i>elemental metamagic rod</i> (cold) always makes spells deal cold damage.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Elemental Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1540,"Empower Metamagic Rod, Lesser",strong (no school),17,none,"9,000 gp",5 lbs.,The wielder can cast up to three spells per day that are empowered as though using the Empower Spell feat.,"Craft Rod, Empower Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Empower Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>9,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are empowered as though using the Empower Spell feat.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Empower Spell; <b>Cost </b>4,500 gp</h5></div>",strong,5,9000,FALSE
1549,"Flaring Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,"The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (Ultimate Magic).","Craft Rod, Flaring Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Flaring Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Flaring Spell; <b>Cost </b>1,500 gp</h5></div>",strong,5,3000,FALSE
1550,Flaring Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,"The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (Ultimate Magic).","Craft Rod, Flaring Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Flaring Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Flaring Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1551,"Flaring Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,"The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (Ultimate Magic).","Craft Rod, Flaring Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Flaring Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day with the electricity, fire, or light descriptor that dazzle creatures that take damage from that spell for a number of rounds equal to the actual level of that spell as though using the Flaring Spell feat (<i>Ultimate</i> Magic).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Flaring Spell; <b>Cost </b>12,500 gp</h5></div>",strong,5,24500,FALSE
1552,"Focused Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).,"Craft Rod, Focused Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Focused Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Focused Spell; <b>Cost </b>1,500 gp</h5></div>",strong,5,3000,FALSE
1553,Focused Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).,"Craft Rod, Focused Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Focused Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Focused Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
1554,"Focused Metamagic Rod, Greater",strong (no school),17,none,"24,500 gp",5 lbs.,The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).,"Craft Rod, Focused Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Focused Metamagic Rod, Greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>24,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are focused as though using the Focused Spell feat (Advanced Player's Guide 160).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Focused Spell; <b>Cost </b>12,250 gp</h5></div>",strong,5,24500,FALSE
1555,"Intensified Metamagic Rod, Lesser",strong (no school),17,none,"3,000 gp",5 lbs.,The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).,"Craft Rod, Intensified Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Intensified Metamagic Rod, Lesser</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>3,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Intensified Spell; <b>Cost </b>1,500 gp</h5></div>",strong,5,3000,FALSE
1556,Intensified Metamagic Rod,strong (no school),17,none,"11,000 gp",5 lbs.,The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).,"Craft Rod, Intensified Spell","<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Intensified Metamagic Rod</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong (no school); <b>CL </b>17th</h5><h5><b>Slot </b>none; <b>Price </b>11,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>The wielder can cast up to three spells per day that are intensified as though using the Intensified Spell feat (Advanced Player's Guide).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Rod, Intensified Spell; <b>Cost </b>5,500 gp</h5></div>",strong,5,11000,FALSE
